Curvature_Error,Curvature_AbsError,Curvature_True,RunID
7.371680108697598e-07,7.371680108697598e-07,0.0181818182,test 1
3.8429262785161233e-07,3.8429262785161233e-07,0.0181818182,test 1
1.0703134596494468e-06,1.0703134596494468e-06,0.0181818182,test 1
1.989984551548779e-06,1.989984551548779e-06,0.0181818182,test 1
2.856683987487174e-07,2.856683987487174e-07,0.0181818182,test 1
-5.769938210463399e-06,5.769938210463399e-06,0.0181818182,test 1
4.434201154427525e-06,4.434201154427525e-06,0.0181818182,test 1
1.6509449936412401e-06,1.6509449936412401e-06,0.0181818182,test 1
5.440419212736358e-07,5.440419212736358e-07,0.0181818182,test 1
7.120259397537521e-07,7.120259397537521e-07,0.0181818182,test 1
8.114280297191745e-07,8.114280297191745e-07,0.0181818182,test 1
-2.862736569742008e-07,2.862736569742008e-07,0.0181818182,test 1
5.862354144139936e-07,5.862354144139936e-07,0.0181818182,test 1
5.700490501581168e-07,5.700490501581168e-07,0.0181818182,test 1
4.163977004208175e-07,4.163977004208175e-07,0.0181818182,test 1
4.889875945227051e-06,4.889875945227051e-06,0.0181818182,test 1
3.178322076861223e-06,3.178322076861223e-06,0.0181818182,test 1
3.996749561311491e-06,3.996749561311491e-06,0.0181818182,test 1
2.7494612469744495e-06,2.7494612469744495e-06,0.0181818182,test 1
-1.3440460264295406e-06,1.3440460264295406e-06,0.0181818182,test 1
1.312491199442073e-06,1.312491199442073e-06,0.0181818182,test 1
6.8513966809888305e-06,6.8513966809888305e-06,0.0181818182,test 1
-1.3615858686262527e-06,1.3615858686262527e-06,0.0181818182,test 1
-2.2955711812266966e-06,2.2955711812266966e-06,0.0181818182,test 1
-6.560571621083006e-06,6.560571621083006e-06,0.0181818182,test 1
-7.915293715292371e-07,7.915293715292371e-07,0.0181818182,test 1
1.3776952936458975e-07,1.3776952936458975e-07,0.0181818182,test 1
6.314963595065171e-07,6.314963595065171e-07,0.0181818182,test 1
-1.6283543357691055e-06,1.6283543357691055e-06,0.0181818182,test 1
1.4163062157721007e-06,1.4163062157721007e-06,0.0181818182,test 1
6.82873060355027e-08,6.82873060355027e-08,0.0181818182,test 1
-2.057861759507257e-06,2.057861759507257e-06,0.0181818182,test 1
-1.0284927686073086e-06,1.0284927686073086e-06,0.0181818182,test 1
-7.211641757931542e-06,7.211641757931542e-06,0.0181818182,test 1
7.101411920312772e-07,7.101411920312772e-07,0.0181818182,test 1
-1.3352255624869691e-06,1.3352255624869691e-06,0.0181818182,test 1
1.133306939852391e-06,1.133306939852391e-06,0.0181818182,test 1
-6.039864400446404e-06,6.039864400446404e-06,0.0181818182,test 1
5.265729492040516e-06,5.265729492040516e-06,0.0181818182,test 1
-6.075683764775186e-08,6.075683764775186e-08,0.0181818182,test 1
4.633544672949519e-07,4.633544672949519e-07,0.0181818182,test 1
-3.0520029210556743e-06,3.0520029210556743e-06,0.0181818182,test 1
-4.1694112367964e-06,4.1694112367964e-06,0.0181818182,test 1
1.6343554202317978e-06,1.6343554202317978e-06,0.0181818182,test 1
-4.42561796720059e-07,4.42561796720059e-07,0.0181818182,test 1
-6.277273333840649e-07,6.277273333840649e-07,0.0181818182,test 1
-3.4544742573416887e-07,3.4544742573416887e-07,0.0181818182,test 1
-1.483373271552596e-06,1.483373271552596e-06,0.0181818182,test 1
2.35965772802868e-06,2.35965772802868e-06,0.0181818182,test 1
-3.3022424472672895e-07,3.3022424472672895e-07,0.0181818182,test 1
-5.056912061176394e-06,5.056912061176394e-06,0.0181818182,test 1
2.9262531024767946e-06,2.9262531024767946e-06,0.0181818182,test 1
2.1178516218106624e-06,2.1178516218106624e-06,0.0181818182,test 1
-5.164620538594678e-07,5.164620538594678e-07,0.0181818182,test 1
2.1512521844770094e-06,2.1512521844770094e-06,0.0181818182,test 1
6.276292185032617e-07,6.276292185032617e-07,0.0181818182,test 1
6.979303794861502e-07,6.979303794861502e-07,0.0181818182,test 1
1.9256910272977268e-07,1.9256910272977268e-07,0.0181818182,test 1
2.0706290743480182e-07,2.0706290743480182e-07,0.0181818182,test 1
2.9723553743310482e-08,2.9723553743310482e-08,0.0181818182,test 1
2.342168663564681e-07,2.342168663564681e-07,0.0181818182,test 1
-1.5413173521869328e-07,1.5413173521869328e-07,0.0181818182,test 1
1.9732986100695626e-07,1.9732986100695626e-07,0.0181818182,test 1
-2.150480446147518e-08,2.150480446147518e-08,0.0181818182,test 1
2.0620874720961302e-07,2.0620874720961302e-07,0.0181818182,test 1
3.949277563898568e-07,3.949277563898568e-07,0.0181818182,test 1
5.869215749625123e-07,5.869215749625123e-07,0.0181818182,test 1
2.528312998437837e-06,2.528312998437837e-06,0.0181818182,test 1
7.389250372170919e-07,7.389250372170919e-07,0.0181818182,test 1
-5.516992603177284e-07,5.516992603177284e-07,0.0181818182,test 1
-4.904842301062251e-08,4.904842301062251e-08,0.0181818182,test 1
2.460442651869288e-06,2.460442651869288e-06,0.0181818182,test 1
2.8680994332598575e-06,2.8680994332598575e-06,0.0181818182,test 1
1.526046232085826e-06,1.526046232085826e-06,0.0181818182,test 1
-1.1931141188289973e-06,1.1931141188289973e-06,0.0181818182,test 1
5.935559020849024e-07,5.935559020849024e-07,0.0181818182,test 1
3.1769696332353825e-06,3.1769696332353825e-06,0.0181818182,test 1
-4.775668014898871e-07,4.775668014898871e-07,0.0181818182,test 1
-7.847996728007484e-06,7.847996728007484e-06,0.0181818182,test 1
1.9878144300634892e-06,1.9878144300634892e-06,0.0181818182,test 1
7.470294882093442e-07,7.470294882093442e-07,0.0181818182,test 1
-1.5413149433915474e-06,1.5413149433915474e-06,0.0181818182,test 1
-1.05343237459532e-06,1.05343237459532e-06,0.0181818182,test 1
-4.458607987395391e-07,4.458607987395391e-07,0.0181818182,test 1
-5.733659352337439e-07,5.733659352337439e-07,0.0181818182,test 1
8.435696860174813e-07,8.435696860174813e-07,0.0181818182,test 1
5.4698140639873605e-06,5.4698140639873605e-06,0.0181818182,test 1
-4.955788221214924e-06,4.955788221214924e-06,0.0181818182,test 1
1.5784073332605203e-05,1.5784073332605203e-05,0.0181818182,test 1
1.4278198509558998e-05,1.4278198509558998e-05,0.0181818182,test 1
2.171628182997404e-06,2.171628182997404e-06,0.0181818182,test 1
-5.411159463265813e-06,5.411159463265813e-06,0.0181818182,test 1
-5.543560911248219e-06,5.543560911248219e-06,0.0181818182,test 1
-7.423728547090169e-06,7.423728547090169e-06,0.0181818182,test 1
7.829698138415997e-07,7.829698138415997e-07,0.0181818182,test 1
5.86222795768282e-07,5.86222795768282e-07,0.0181818182,test 1
-3.0159534793045006e-06,3.0159534793045006e-06,0.0181818182,test 1
-2.2338036023937524e-06,2.2338036023937524e-06,0.0181818182,test 1
-6.450385919287704e-07,6.450385919287704e-07,0.0181818182,test 1
-4.974538482006852e-07,4.974538482006852e-07,0.0181818182,test 1
2.1439086906466231e-07,2.1439086906466231e-07,0.0181818182,test 1
1.351686885208564e-06,1.351686885208564e-06,0.0181818182,test 1
-1.889507163371773e-07,1.889507163371773e-07,0.0181818182,test 1
-2.0783906762300575e-07,2.0783906762300575e-07,0.0181818182,test 1
-6.016227605334934e-08,6.016227605334934e-08,0.0181818182,test 1
8.417690664994093e-08,8.417690664994093e-08,0.0181818182,test 1
-3.3821609189341184e-07,3.3821609189341184e-07,0.0181818182,test 1
3.469377314151145e-07,3.469377314151145e-07,0.0181818182,test 1
1.8084049007681402e-06,1.8084049007681402e-06,0.0181818182,test 1
1.7153085587508221e-06,1.7153085587508221e-06,0.0181818182,test 1
8.214652020381574e-07,8.214652020381574e-07,0.0181818182,test 1
7.862884719919694e-07,7.862884719919694e-07,0.0181818182,test 1
6.551830829780447e-07,6.551830829780447e-07,0.0181818182,test 1
6.670416450096917e-07,6.670416450096917e-07,0.0181818182,test 1
1.542403564501471e-06,1.542403564501471e-06,0.0181818182,test 1
1.312139999796319e-06,1.312139999796319e-06,0.0181818182,test 1
-4.83289410817267e-07,4.83289410817267e-07,0.0181818182,test 1
-6.72965717991858e-07,6.72965717991858e-07,0.0181818182,test 1
-2.1560870665585097e-07,2.1560870665585097e-07,0.0181818182,test 1
-4.205885962050432e-06,4.205885962050432e-06,0.0181818182,test 1
-1.2534465626094782e-06,1.2534465626094782e-06,0.0181818182,test 1
9.596901600142371e-08,9.596901600142371e-08,0.0181818182,test 1
-1.608971919014185e-06,1.608971919014185e-06,0.0181818182,test 1
-3.2649988215317782e-06,3.2649988215317782e-06,0.0181818182,test 1
-1.1483813633292317e-06,1.1483813633292317e-06,0.0181818182,test 1
4.555626009199176e-06,4.555626009199176e-06,0.0181818182,test 1
1.0991082727111745e-06,1.0991082727111745e-06,0.0181818182,test 1
3.452119898845335e-06,3.452119898845335e-06,0.0181818182,test 1
-6.052260549858912e-06,6.052260549858912e-06,0.0181818182,test 1
1.7956205160957195e-07,1.7956205160957195e-07,0.0181818182,test 1
1.6694192775355832e-06,1.6694192775355832e-06,0.0181818182,test 1
1.501209317043839e-06,1.501209317043839e-06,0.0181818182,test 1
-1.1560364611418184e-07,1.1560364611418184e-07,0.0181818182,test 1
-1.2619096148094866e-06,1.2619096148094866e-06,0.0181818182,test 1
-3.052359721401887e-07,3.052359721401887e-07,0.0181818182,test 1
2.2338880958545915e-06,2.2338880958545915e-06,0.0181818182,test 1
4.3303119292084635e-07,4.3303119292084635e-07,0.0181818182,test 1
3.929745987407002e-06,3.929745987407002e-06,0.0181818182,test 1
1.6490895646155412e-06,1.6490895646155412e-06,0.0181818182,test 1
-3.4809871716327823e-06,3.4809871716327823e-06,0.0181818182,test 1
1.7035525439954013e-07,1.7035525439954013e-07,0.0181818182,test 1
6.600079005339432e-07,6.600079005339432e-07,0.0181818182,test 1
3.6491517093964476e-06,3.6491517093964476e-06,0.0181818182,test 1
2.679026835164522e-06,2.679026835164522e-06,0.0181818182,test 1
5.248486683560871e-07,5.248486683560871e-07,0.0181818182,test 1
1.9075951455255202e-07,1.9075951455255202e-07,0.0181818182,test 1
-2.688064278423552e-07,2.688064278423552e-07,0.0181818182,test 1
4.250570635709605e-07,4.250570635709605e-07,0.0181818182,test 1
3.100718437912264e-08,3.100718437912264e-08,0.0181818182,test 1
1.0331377077454906e-07,1.0331377077454906e-07,0.0181818182,test 1
5.378820150045427e-08,5.378820150045427e-08,0.0181818182,test 1
-4.918538795001259e-09,4.918538795001259e-09,0.0181818182,test 1
1.508321273470392e-07,1.508321273470392e-07,0.0181818182,test 1
3.788840159217599e-07,3.788840159217599e-07,0.0181818182,test 1
9.220581539959305e-08,9.220581539959305e-08,0.0181818182,test 1
1.9245471574377837e-07,1.9245471574377837e-07,0.0181818182,test 1
1.229682972322954e-07,1.229682972322954e-07,0.0181818182,test 1
4.225800938756352e-07,4.225800938756352e-07,0.0181818182,test 1
-5.4581047261720306e-08,5.4581047261720306e-08,0.0181818182,test 1
-7.003264778961127e-07,7.003264778961127e-07,0.0181818182,test 1
2.531107327057025e-06,2.531107327057025e-06,0.0181818182,test 1
1.330494795465792e-06,1.330494795465792e-06,0.0181818182,test 1
3.1595815096902014e-07,3.1595815096902014e-07,0.0181818182,test 1
-1.0203225609198285e-07,1.0203225609198285e-07,0.0181818182,test 1
-1.9615868283757998e-06,1.9615868283757998e-06,0.0181818182,test 1
2.6210441899619796e-06,2.6210441899619796e-06,0.0181818182,test 1
-4.2042902008432304e-07,4.2042902008432304e-07,0.0181818182,test 1
2.8904110606700617e-07,2.8904110606700617e-07,0.0181818182,test 1
-4.7469797942109593e-07,4.7469797942109593e-07,0.0181818182,test 1
4.892874171623374e-07,4.892874171623374e-07,0.0181818182,test 1
-4.0177104181429724e-07,4.0177104181429724e-07,0.0181818182,test 1
-6.881573503189631e-07,6.881573503189631e-07,0.0181818182,test 1
-5.954761017369636e-07,5.954761017369636e-07,0.0181818182,test 1
-1.498076275703586e-07,1.498076275703586e-07,0.0181818182,test 1
-4.979867749554945e-07,4.979867749554945e-07,0.0181818182,test 1
-2.2848525409180365e-07,2.2848525409180365e-07,0.0181818182,test 1
4.803255614083124e-08,4.803255614083124e-08,0.0181818182,test 1
7.759165985068983e-08,7.759165985068983e-08,0.0181818182,test 1
1.587069052282064e-06,1.587069052282064e-06,0.0181818182,test 1
-1.026347392078103e-06,1.026347392078103e-06,0.0181818182,test 1
-2.1669717236577624e-07,2.1669717236577624e-07,0.0181818182,test 1
3.551040861707322e-07,3.551040861707322e-07,0.0181818182,test 1
6.31952628109278e-08,6.31952628109278e-08,0.0181818182,test 1
3.278563603693885e-07,3.278563603693885e-07,0.0181818182,test 1
1.6022030619941563e-07,1.6022030619941563e-07,0.0181818182,test 1
-7.364431779330327e-08,7.364431779330327e-08,0.0181818182,test 1
-1.928202631555631e-07,1.928202631555631e-07,0.0181818182,test 1
-5.118075889140594e-08,5.118075889140594e-08,0.0181818182,test 1
-1.4195113534377912e-06,1.4195113534377912e-06,0.0181818182,test 1
-6.288942229377981e-07,6.288942229377981e-07,0.0181818182,test 1
1.1809844184560575e-05,1.1809844184560575e-05,0.0181818182,test 1
7.41802990723503e-06,7.41802990723503e-06,0.0181818182,test 1
-2.1120036035413708e-07,2.1120036035413708e-07,0.005,test 1
3.2426776032986465e-07,3.2426776032986465e-07,0.005,test 1
-2.0577432021263303e-07,2.0577432021263303e-07,0.005,test 1
-7.227907050733409e-07,7.227907050733409e-07,0.005,test 1
-4.283779763804632e-07,4.283779763804632e-07,0.005,test 1
6.532760478666216e-08,6.532760478666216e-08,0.005,test 1
3.333816388012209e-07,3.333816388012209e-07,0.005,test 1
-3.495736690057108e-07,3.495736690057108e-07,0.005,test 1
-1.0615788084093053e-07,1.0615788084093053e-07,0.005,test 1
-5.036503600026193e-08,5.036503600026193e-08,0.005,test 1
2.1266109681127715e-07,2.1266109681127715e-07,0.005,test 1
5.39612623660056e-07,5.39612623660056e-07,0.005,test 1
-3.3879611940294124e-07,3.3879611940294124e-07,0.005,test 1
-5.826615719498399e-07,5.826615719498399e-07,0.005,test 1
1.6181662052935572e-06,1.6181662052935572e-06,0.005,test 1
1.5418133698149455e-07,1.5418133698149455e-07,0.005,test 1
1.471170512487227e-07,1.471170512487227e-07,0.005,test 1
3.297142902548497e-07,3.297142902548497e-07,0.005,test 1
-5.873803451700993e-08,5.873803451700993e-08,0.005,test 1
-3.1051060313345286e-07,3.1051060313345286e-07,0.005,test 1
1.7570271543861787e-07,1.7570271543861787e-07,0.005,test 1
-6.977324548624111e-07,6.977324548624111e-07,0.005,test 1
-1.0173446074431339e-06,1.0173446074431339e-06,0.005,test 1
-3.8927267321468145e-07,3.8927267321468145e-07,0.005,test 1
1.4398608422748482e-08,1.4398608422748482e-08,0.005,test 1
-7.626009271262738e-07,7.626009271262738e-07,0.005,test 1
2.3311600944302818e-07,2.3311600944302818e-07,0.005,test 1
1.5042429882868719e-07,1.5042429882868719e-07,0.005,test 1
-1.128967813653417e-07,1.128967813653417e-07,0.005,test 1
-1.6978595877327474e-08,1.6978595877327474e-08,0.005,test 1
2.390380326689964e-07,2.390380326689964e-07,0.005,test 1
-1.5419052787433302e-07,1.5419052787433302e-07,0.005,test 1
-6.157650977740153e-08,6.157650977740153e-08,0.005,test 1
-4.0571410579812867e-07,4.0571410579812867e-07,0.005,test 1
-4.790708220446874e-07,4.790708220446874e-07,0.005,test 1
2.2571762763566594e-08,2.2571762763566594e-08,0.005,test 1
-2.7653013511767105e-07,2.7653013511767105e-07,0.005,test 1
1.931406238058972e-07,1.931406238058972e-07,0.005,test 1
-1.6580721323451036e-07,1.6580721323451036e-07,0.005,test 1
7.517545192164271e-08,7.517545192164271e-08,0.005,test 1
-3.860499353880789e-07,3.860499353880789e-07,0.005,test 1
-5.574506919863234e-07,5.574506919863234e-07,0.005,test 1
-6.296980555641277e-07,6.296980555641277e-07,0.005,test 1
-4.188006171449224e-07,4.188006171449224e-07,0.005,test 1
-2.4712718817588436e-07,2.4712718817588436e-07,0.005,test 1
-1.2696243957988768e-07,1.2696243957988768e-07,0.005,test 1
-2.984151724425704e-08,2.984151724425704e-08,0.005,test 1
-7.792731138329956e-09,7.792731138329956e-09,0.005,test 1
-5.90634259322112e-08,5.90634259322112e-08,0.005,test 1
-4.348423531122872e-07,4.348423531122872e-07,0.005,test 1
4.913617238696405e-08,4.913617238696405e-08,0.005,test 1
-3.356689026500284e-07,3.356689026500284e-07,0.005,test 1
-2.432658765755616e-07,2.432658765755616e-07,0.005,test 1
9.033499787612642e-09,9.033499787612642e-09,0.005,test 1
2.911214511038679e-08,2.911214511038679e-08,0.005,test 1
-2.972083791514049e-07,2.972083791514049e-07,0.005,test 1
-2.052678760655971e-07,2.052678760655971e-07,0.005,test 1
-1.9243604207439674e-07,1.9243604207439674e-07,0.005,test 1
-5.398445584595471e-07,5.398445584595471e-07,0.005,test 1
-5.115858309522395e-07,5.115858309522395e-07,0.005,test 1
-3.209504177989833e-07,3.209504177989833e-07,0.005,test 1
9.855602905234004e-07,9.855602905234004e-07,0.005,test 1
-1.4402725184801263e-07,1.4402725184801263e-07,0.005,test 1
8.534272661047532e-08,8.534272661047532e-08,0.005,test 1
-1.0315766971625423e-07,1.0315766971625423e-07,0.005,test 1
-1.94088954256523e-07,1.94088954256523e-07,0.005,test 1
8.844866686312167e-07,8.844866686312167e-07,0.005,test 1
-3.9243783071536004e-07,3.9243783071536004e-07,0.005,test 1
-4.1628130051808016e-07,4.1628130051808016e-07,0.005,test 1
-7.694298067174171e-08,7.694298067174171e-08,0.005,test 1
4.596147724278063e-07,4.596147724278063e-07,0.005,test 1
-6.075360574559277e-07,6.075360574559277e-07,0.005,test 1
-4.564655392115882e-07,4.564655392115882e-07,0.005,test 1
-1.4088759642000986e-07,1.4088759642000986e-07,0.005,test 1
4.000105444509558e-07,4.000105444509558e-07,0.005,test 1
1.3205432769069353e-07,1.3205432769069353e-07,0.005,test 1
1.4318904286488715e-07,1.4318904286488715e-07,0.005,test 1
6.429715690555934e-07,6.429715690555934e-07,0.005,test 1
-2.6797684305693986e-07,2.6797684305693986e-07,0.005,test 1
5.372370230549359e-07,5.372370230549359e-07,0.005,test 1
-2.098994214870878e-07,2.098994214870878e-07,0.005,test 1
-2.293038462320568e-08,2.293038462320568e-08,0.005,test 1
3.30210786518223e-08,3.30210786518223e-08,0.005,test 1
5.590954910315513e-07,5.590954910315513e-07,0.005,test 1
-7.158512611822945e-07,7.158512611822945e-07,0.005,test 1
-2.659698454888018e-07,2.659698454888018e-07,0.005,test 1
4.880248783128288e-08,4.880248783128288e-08,0.005,test 1
5.223605837973919e-07,5.223605837973919e-07,0.005,test 1
-1.7427616301167632e-05,1.7427616301167632e-05,0.005,test 1
-2.765290869577615e-06,2.765290869577615e-06,0.005,test 1
-6.504619086367298e-06,6.504619086367298e-06,0.005,test 1
2.5063366018698505e-06,2.5063366018698505e-06,0.005,test 1
-1.061397884073896e-06,1.061397884073896e-06,0.005,test 1
-1.8641323457275517e-05,1.8641323457275517e-05,0.005,test 1
-2.028789971437496e-06,2.028789971437496e-06,0.005,test 1
-1.0773093420600628e-05,1.0773093420600628e-05,0.005,test 1
-6.717544783739655e-06,6.717544783739655e-06,0.005,test 1
-8.14396122745132e-06,8.14396122745132e-06,0.005,test 1
-8.301652364009655e-06,8.301652364009655e-06,0.005,test 1
5.536423166680945e-07,5.536423166680945e-07,0.005,test 1
1.0316468240702953e-07,1.0316468240702953e-07,0.005,test 1
3.7058544041009694e-07,3.7058544041009694e-07,0.005,test 1
4.9386917277093045e-08,4.9386917277093045e-08,0.005,test 1
2.479397627581578e-07,2.479397627581578e-07,0.005,test 1
-8.664127203964617e-08,8.664127203964617e-08,0.005,test 1
7.665742092315131e-09,7.665742092315131e-09,0.005,test 1
-8.488916282498732e-08,8.488916282498732e-08,0.005,test 1
1.3737600542806233e-07,1.3737600542806233e-07,0.005,test 1
-3.1614136927239633e-08,3.1614136927239633e-08,0.005,test 1
-7.515199553810581e-09,7.515199553810581e-09,0.005,test 1
-1.6753212823353986e-07,1.6753212823353986e-07,0.005,test 1
-2.8939634560704725e-07,2.8939634560704725e-07,0.005,test 1
-3.044669505142955e-08,3.044669505142955e-08,0.005,test 1
2.0156613243348803e-07,2.0156613243348803e-07,0.005,test 1
2.150407146959618e-07,2.150407146959618e-07,0.005,test 1
3.540672616408544e-07,3.540672616408544e-07,0.005,test 1
-1.2280557034911183e-07,1.2280557034911183e-07,0.005,test 1
8.305733069976368e-08,8.305733069976368e-08,0.005,test 1
4.995600760412597e-07,4.995600760412597e-07,0.005,test 1
-2.5132468323921936e-07,2.5132468323921936e-07,0.005,test 1
-1.6693225646322724e-07,1.6693225646322724e-07,0.005,test 1
1.2602267756255114e-08,1.2602267756255114e-08,0.005,test 1
-7.392887684818175e-07,7.392887684818175e-07,0.005,test 1
8.880378594483193e-07,8.880378594483193e-07,0.005,test 1
2.293498372398471e-06,2.293498372398471e-06,0.005,test 1
4.032515441452708e-07,4.032515441452708e-07,0.005,test 1
-1.715370327907452e-06,1.715370327907452e-06,0.005,test 1
-1.3632472850621039e-06,1.3632472850621039e-06,0.005,test 1
-1.3927093698521548e-07,1.3927093698521548e-07,0.005,test 1
-1.0761375598359463e-07,1.0761375598359463e-07,0.005,test 1
6.546803390204692e-09,6.546803390204692e-09,0.005,test 1
-1.0098660111271252e-09,1.0098660111271252e-09,0.005,test 1
-3.015471821982835e-08,3.015471821982835e-08,0.005,test 1
-2.1592961339540057e-07,2.1592961339540057e-07,0.005,test 1
-8.139504758825772e-08,8.139504758825772e-08,0.005,test 1
-1.200241954929862e-07,1.200241954929862e-07,0.005,test 1
-1.5283157426843746e-07,1.5283157426843746e-07,0.005,test 1
3.2843316886879e-07,3.2843316886879e-07,0.005,test 1
9.167573496778741e-08,9.167573496778741e-08,0.005,test 1
3.5902644708162706e-07,3.5902644708162706e-07,0.005,test 1
-1.6668313337995372e-07,1.6668313337995372e-07,0.005,test 1
1.4007085982325335e-07,1.4007085982325335e-07,0.005,test 1
1.4152838366445625e-07,1.4152838366445625e-07,0.005,test 1
2.767222922915244e-07,2.767222922915244e-07,0.005,test 1
-1.8594140541953325e-07,1.8594140541953325e-07,0.005,test 1
2.334501035877387e-07,2.334501035877387e-07,0.005,test 1
-4.1484447125487295e-07,4.1484447125487295e-07,0.005,test 1
-1.2765416460870649e-08,1.2765416460870649e-08,0.005,test 1
3.500023719902809e-07,3.500023719902809e-07,0.005,test 1
-2.0547562240309097e-07,2.0547562240309097e-07,0.005,test 1
-4.334325339550374e-07,4.334325339550374e-07,0.005,test 1
-8.865825902332897e-08,8.865825902332897e-08,0.005,test 1
9.243000516964e-08,9.243000516964e-08,0.005,test 1
2.8538418970587218e-06,2.8538418970587218e-06,0.005,test 1
-3.5848657012312393e-06,3.5848657012312393e-06,0.005,test 1
-3.417697320784799e-07,3.417697320784799e-07,0.005,test 1
-1.3543023350800001e-06,1.3543023350800001e-06,0.005,test 1
-9.587763204286365e-08,9.587763204286365e-08,0.005,test 1
-1.3594282603996213e-06,1.3594282603996213e-06,0.005,test 1
7.012621381597903e-07,7.012621381597903e-07,0.005,test 1
1.1095211061183316e-06,1.1095211061183316e-06,0.005,test 1
-3.431348295163464e-07,3.431348295163464e-07,0.005,test 1
1.6897204185763876e-07,1.6897204185763876e-07,0.005,test 1
1.2745868995028484e-06,1.2745868995028484e-06,0.005,test 1
-1.7400329587755406e-06,1.7400329587755406e-06,0.005,test 1
-2.872914583807243e-07,2.872914583807243e-07,0.005,test 1
2.846157628330452e-06,2.846157628330452e-06,0.005,test 1
-1.5272996978102707e-06,1.5272996978102707e-06,0.005,test 1
-3.811725167003968e-07,3.811725167003968e-07,0.005,test 1
-7.790759873659361e-07,7.790759873659361e-07,0.005,test 1
-2.6013694713004215e-07,2.6013694713004215e-07,0.005,test 1
-8.81371346472988e-07,8.81371346472988e-07,0.005,test 1
3.814506482199484e-07,3.814506482199484e-07,0.005,test 1
-4.522444679690499e-07,4.522444679690499e-07,0.005,test 1
-5.388955846364132e-07,5.388955846364132e-07,0.005,test 1
-2.209244411429008e-06,2.209244411429008e-06,0.005,test 1
-5.718635667146567e-06,5.718635667146567e-06,0.005,test 1
2.0873495847322648e-07,2.0873495847322648e-07,0.005,test 1
-3.4002022459714634e-06,3.4002022459714634e-06,0.005,test 1
-2.474056012187649e-06,2.474056012187649e-06,0.005,test 1
6.7720244206958755e-06,6.7720244206958755e-06,0.005,test 1
-5.053254067085601e-06,5.053254067085601e-06,0.005,test 1
-1.4402558660021186e-07,1.4402558660021186e-07,0.005,test 1
-1.276259382357054e-05,1.276259382357054e-05,0.005,test 1
-1.7682606837212192e-06,1.7682606837212192e-06,0.005,test 1
-1.2971196333673787e-06,1.2971196333673787e-06,0.005,test 1
-1.634633162672823e-06,1.634633162672823e-06,0.005,test 1
-8.691741930954081e-07,8.691741930954081e-07,0.005,test 1
-9.290961730358885e-07,9.290961730358885e-07,0.005,test 1
-2.249963316596805e-06,2.249963316596805e-06,0.005,test 1
-1.3972361082728937e-06,1.3972361082728937e-06,0.005,test 1
-1.0411440257611718e-06,1.0411440257611718e-06,0.005,test 1
6.470021195800063e-08,6.470021195800063e-08,0.005,test 1
-1.2278723814877074e-07,1.2278723814877074e-07,0.005,test 1
-1.5478648001743603e-06,1.5478648001743603e-06,0.005,test 1
-1.1809771192647714e-06,1.1809771192647714e-06,0.005,test 1
-1.1928562455515782e-06,1.1928562455515782e-06,0.005,test 1
-1.0080888304620818e-05,1.0080888304620818e-05,0.005,test 1
-3.191724563073213e-06,3.191724563073213e-06,0.005,test 1
-1.54822807441838e-06,1.54822807441838e-06,0.005,test 1
-6.7630700439367045e-06,6.7630700439367045e-06,0.005,test 1
-6.834365461065757e-06,6.834365461065757e-06,0.005,test 1
-5.405707594317334e-06,5.405707594317334e-06,0.005,test 1
-2.4948825665203206e-07,2.4948825665203206e-07,0.005,test 1
-3.5795311028258628e-06,3.5795311028258628e-06,0.005,test 1
-2.795623744466548e-06,2.795623744466548e-06,0.005,test 1
4.4290730114261365e-06,4.4290730114261365e-06,0.005,test 1
-1.5706919248310164e-07,1.5706919248310164e-07,0.005,test 1
-4.077132957515557e-06,4.077132957515557e-06,0.005,test 1
1.2415053190001878e-05,1.2415053190001878e-05,0.005,test 1
-2.0571263288642234e-05,2.0571263288642234e-05,0.005,test 1
-1.8193565751141796e-06,1.8193565751141796e-06,0.005,test 1
-3.4251962403907335e-06,3.4251962403907335e-06,0.005,test 1
1.1898116935010056e-07,1.1898116935010056e-07,0.005,test 1
2.471668018452604e-06,2.471668018452604e-06,0.005,test 1
-3.6311281426714206e-06,3.6311281426714206e-06,0.005,test 1
-4.183140256417209e-07,4.183140256417209e-07,0.005,test 1
-6.143670139378138e-08,6.143670139378138e-08,0.005,test 1
1.1135227578808887e-07,1.1135227578808887e-07,0.005,test 1
1.2048056226895282e-07,1.2048056226895282e-07,0.005,test 1
-1.9280275438075117e-07,1.9280275438075117e-07,0.005,test 1
1.2900152784444535e-07,1.2900152784444535e-07,0.005,test 1
-5.0024344997075254e-08,5.0024344997075254e-08,0.005,test 1
5.654640758325641e-08,5.654640758325641e-08,0.005,test 1
-1.4666397359173328e-07,1.4666397359173328e-07,0.005,test 1
-4.887509570403528e-07,4.887509570403528e-07,0.005,test 1
-2.9060788240848484e-07,2.9060788240848484e-07,0.005,test 1
-3.257819563362921e-07,3.257819563362921e-07,0.005,test 1
-1.506057693946919e-07,1.506057693946919e-07,0.005,test 1
-2.0282409547104502e-07,2.0282409547104502e-07,0.005,test 1
-2.913638095835072e-07,2.913638095835072e-07,0.005,test 1
-1.3597997366044529e-07,1.3597997366044529e-07,0.005,test 1
9.60175707822794e-08,9.60175707822794e-08,0.005,test 1
3.3552543075767577e-07,3.3552543075767577e-07,0.005,test 1
